bare	accented	translations_en	translations_de	aspect	partner	imperative_sg	imperative_pl	past_m	past_f	past_n	past_pl	presfut_sg1	presfut_sg2	presfut_sg3	presfut_pl1	presfut_pl2	presfut_pl3
упаковывать	упако'вывать	pack	packen, verpacken	imperfective	упаковать	упако'вывай	упако'вывайте	упако'вывал	упако'вывала	упако'вывало	упако'вывали	упако'вываю	упако'вываешь	упако'вывает	упако'вываем	упако'вываете	упако'вывают
понукать	понука'ть	drive on, speed on, urge, urge on	antreiben, hetzen, jagen	imperfective	-	понука'й	понука'йте	понука'л	понука'ла	понука'ло	понука'ли	понука'ю	понука'ешь	понука'ет	понука'ем	понука'ете	понука'ют
озвучить	озву'чить	to add a soundtrack to; to vocalize	vertonen	perfective	озвучивать	озву'чь	озву'чьте	озву'чил	озву'чила	озву'чило	озву'чили	озву'чу	озву'чишь	озву'чит	озву'чим	озву'чите	озву'чат
хрюкнуть	хрю'кнуть	grunt	grunzen	perfective	хрюкать	хрю'кни	хрю'кните	хрю'кнул	хрю'кнула	хрю'кнуло	хрю'кнули	хрю'кну	хрю'кнешь	хрю'кнет	хрю'кнем	хрю'кнете	хрю'кнут
компенсироваться	компенси'роваться		kompensiert werden	both		компенси'руйся	компенси'руйтесь	компенси'ровался	компенси'ровалась	компенси'ровалось	компенси'ровались	компенси'руюсь	компенси'руешься	компенси'руется	компенси'руемся	компенси'руетесь	компенси'руются
всхрапывать	всхра'пывать	give a snore, snort	aufschnarchen, ein Nickerchen machen	imperfective	всхрапнуть	всхра'пывай	всхра'пывайте	всхра'пывал	всхра'пывала	всхра'пывало	всхра'пывали	всхра'пываю	всхра'пываешь	всхра'пывает	всхра'пываем	всхра'пываете	всхра'пывают
побаловаться	побалова'ться		ein wenig herumspielen, Unfug treiben, übermütig sein	perfective	-	побалу'йся	побалу'йтесь	побалова'лся	побалова'лась	побалова'лось	побалова'лись	побалу'юсь	побалу'ешься	побалу'ется	побалу'емся	побалу'етесь	побалу'ются
оттаивать	отта'ивать	thaw out	abtauen, auftauen, schmelzen lassen; └ zugänglich / zugänglicher / aufgeschlossen / aufgeschlossener┘ werden	imperfective	оттаять	отта'ивай	отта'ивайте	отта'ивал	отта'ивала	отта'ивало	отта'ивали	отта'иваю	отта'иваешь	отта'ивает	отта'иваем	отта'иваете	отта'ивают
латать	лата'ть	patch up	flicken, stopfen	imperfective	залатать	лата'й	лата'йте	лата'л	лата'ла	лата'ло	лата'ли	лата'ю	лата'ешь	лата'ет	лата'ем	лата'ете	лата'ют
унестись	унести'сь		davoneilen, davonjagen	perfective	уноситься	унеси'сь	унеси'тесь	унёсся	унесла'сь	унесло'сь	унесли'сь	унесу'сь	унесёшься	унесётся	унесёмся	унесётесь	унесу'тся
похлопотать	похлопота'ть	bustle about, trouble, solicit, petition, intercede, plead	wirtschaften, geschäftig sein, sich zu schaffen machen, sich bemühen	perfective	хлопотать	похлопочи'	похлопочи'те	похлопота'л	похлопота'ла	похлопота'ло	похлопота'ли	похлопочу'	похлопо'чешь	похлопо'чет	похлопо'чем	похлопо'чете	похлопо'чут
озаботиться	озабо'титься		sich rechtzeitig kümmern, rechtzeitig an etwas denken	perfective	озабочиваться	озабо'ться	озабо'тьтесь	озабо'тился	озабо'тилась	озабо'тилось	озабо'тились	озабо'чусь	озабо'тишься	озабо'тится	озабо'тимся	озабо'титесь	озабо'тятся
выровнять	вы'ровнять	even, level, fly level, align, equalize	ausgleichen, richten, ausrichten	perfective	выравнивать	вы'ровняй	вы'ровняйте	вы'ровнял	вы'ровняла	вы'ровняло	вы'ровняли	вы'ровняю	вы'ровняешь	вы'ровняет	вы'ровняем	вы'ровняете	вы'ровняют
ублажать	ублажа'ть	humour, indulge, gratify, please	schmeicheln, verwöhnen	imperfective	ублажить	ублажа'й	ублажа'йте	ублажа'л	ублажа'ла	ублажа'ло	ублажа'ли	ублажа'ю	ублажа'ешь	ублажа'ет	ублажа'ем	ублажа'ете	ублажа'ют
мудрить	мудри'ть	philosophize, subtilize, split hairs, complicate matters unnecessarily	grübeln, knobeln, seinen Kopf anstrengen; klügeln, geistige Verrenkungen anstellen; zu (mehr oder weniger schmutzigen) Tricks und Kniffen greifen, tricksen; (jemanden) austricksen, sich (über jemanden) lustig machen, (mit jemandem) seinen Spaß treiben	imperfective	намудрить,смудрить	мудри'	мудри'те	мудри'л	мудри'ла	мудри'ло	мудри'ли	мудрю'	мудри'шь	мудри'т	мудри'м	мудри'те	мудря'т
навидаться	навида'ться		durchmachen, erleben müssen	perfective	-	навида'йся	навида'йтесь	навида'лся	навида'лась	навида'лось	навида'лись	навида'юсь	навида'ешься	навида'ется	навида'емся	навида'етесь	навида'ются
